Text,Mood
i think the mecha battles helps to disctract viewers from feeling this anime is too much like some of the other titles that were popular at the time however it does not need this at all code geass is indeed a unique series,joy
i definitely enjoyed time at home with a lot of amazing food and i feel extremely thankful for my family and friends old and new,joy
i want to feel valued it is not like i encounter everyone at work or respect everyone in a higher position,joy
i need to feel useful but how can i when mom and dad are so hands on even when im there,joy
im not in this series but just feeling generous,joy
i feel from accomplishments are amazing but i feel like they re getting less exhilarating,joy
i was in quite a hyper mood i would say high school musical but if i was feeling a bit more solemn id prolly say summat like rain man,joy
i also feel its more acceptable to be free and careless when youre still young not that i care whats acceptable to others usually but i try to consider my familys feelings,joy
i had the feeling the other teachers were delighted at my dancing with man so i told him we should sit down,joy
i want to share it all here its like i feel more eager to do it verbally to the right ones,joy
i don t feel glamorous anymore kangna ranaut i don t feel glamorous anymore kangna ranaut i think i was much more glamorous before i entered films,joy
i demand that i be somewhere that i feel safe a place where i m in control of my environment so as to not further disrupt my over active brain,joy
i feel as if even more of that valuable information was lost with the passing of my great aunt irene last year,joy
